"","X.1","X","name","address","city","state","zip","Zip.Plus","Contact.First.Name","Contact.Last.Name","contact","Phone","Business.Description","Primary.NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business.Type","County","Employee","Annual.Sales","URL","Year.Established","address_new","url","type","latitude","longitude"
"358",358,387,"Sole Love Empire","3658 Coach Lantern Ave","Wake Forest","NC",27587,4807,NA,NA,NA,9190001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Wake",2,131000,NA,2016,"3658 Coach Lantern Ave Wake Forest NC 27587","","Other",35.913574342995,-78.51706881527
"359",359,388,"Something To DO Youth Ctr","210 Food Lion Rd","Scotland Neck","NC",27874,8479,NA,NA,NA,2520001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Halifax",3,156000,NA,2015,"210 Food Lion Rd Scotland Neck NC 27874","","Center",36.120417741444,-77.420345672637
"360",360,389,"South Rowan Youth Travel Team","255 Evening Dr","Salisbury","NC",28147,8112,NA,NA,NA,7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Rowan",2,219000,NA,2014,"255 Evening Dr Salisbury NC 28147","","Other",35.667499856833,-80.605486795237
"361",361,390,"Spark Youth Fitness Ltd","7609 Justin Pl","Chapel Hill","NC",27514,9709,"Mark O","Costley","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Orange",4,208000,NA,2019,"7609 Justin Pl Chapel Hill NC 27514","","Other",35.964876201565,-79.033541122042
"362",362,391,"Spark Youth Project","17505 W Catawba Ave","Cornelius","NC",28031,8057,NA,NA,NA,7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",8,494000,NA,2014,"17505 W Catawba Ave Cornelius NC 28031","","Other",35.452986392504,-80.88851656887
"363",363,392,"St Monica Teen Ctr","121 N Tarboro St","Raleigh","NC",27610,2364,"Aaron","Leasne","Director",9199964770,"Youth Organizations & Centers",624110,921120,NA,NA,NA,"Municipal","Wake",18,NA,"raleighnc.gov",2011,"121 N Tarboro St Raleigh NC 27610","https://www.raleighnc.gov","Center",35.781667051748,-78.622287723697
"364",364,393,"Stanly County Family YMCA","427 N 1st St","Albemarle","NC",28001,3906,"George","Crooker","CEO",7049821916,"Youth Organizations & Centers",624110,713940,813319,813910,999990,"Private","Stanly",20,644000,"ymca-albemarle.com",2010,"427 N 1st St Albemarle NC 28001","https://www.ymca-albemarle.com","YMCA",35.356742803907,-80.199385705864
"365",365,394,"Statesville Family YMCA","828 Wesley Dr","Statesville","NC",28677,3355,"Blake","Blakely","Exec Director",7048739622,"Youth Organizations & Centers",624110,812191,624190,NA,NA,"Private","Iredell",81,4541000,"ymcanwnc.org",1994,"828 Wesley Dr Statesville NC 28677","https://www.ymcanwnc.org","YMCA",35.799890281685,-80.88705354697
"366",366,395,"Steele Creek YMCA","2135 Ayrsley Town Blvd # A","Charlotte","NC",28273,3542,"Todd","Tibbits","President",7047164900,"Youth Organizations & Centers",624110,713940,713940,624190,NA,"Private","Mecklenburg",100,6164000,"ymcacharlotte.org",2008,"2135 Ayrsley Town Blvd # A Charlotte NC 28273","https://www.ymcacharlotte.org","YMCA",35.138412924502,-80.933490448433
"367",367,396,"Stem Wellness Empowering","1865 Sardonyx Rd # 4","Fayetteville","NC",28303,5862,NA,NA,NA,8280001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Cumberland",16,870000,NA,2023,"1865 Sardonyx Rd # 4 Fayetteville NC 28303","","Other",35.092144328199,-78.94750290122
"368",368,397,"Steps To Hope Academy LLC","205 Thompson St","Hendersonville","NC",28792,2808,"Rosaline","Gordon","Owner",8282904985,"Youth Organizations & Centers",624110,721214,611110,624410,NA,"Private","Henderson",9,481000,NA,2016,"205 Thompson St Hendersonville NC 28792","","Other",35.336860150946,-82.445765374357
"369",369,398,"Stokes County Youth Basketball","118 Mount Sorrel Rd","King","NC",27021,8100,"Jeff","Gordon","Owner",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Stokes",2,85000,NA,2015,"118 Mount Sorrel Rd King NC 27021","","Sports",36.278095952338,-80.33454200753
"370",370,399,"Stokes Family YMCA","105 Moore Rd","King","NC",27021,8770,"Derek","Edwards","Exec Director",3369859622,"Youth Organizations & Centers",624110,721214,812191,812191,713940,"Private","Stokes",120,5078000,"ymcanwnc.org",1999,"105 Moore Rd King NC 27021","https://www.ymcanwnc.org","YMCA",36.277994373824,-80.341429297305
"371",371,400,"Stowe Family YMCA","196 Ymca Dr","Belmont","NC",28012,4710,"Sharon","Padgett","CEO",7048229622,"Youth Organizations & Centers",624110,721214,713940,624190,624190,"Private","Gaston",95,6161000,"gastonymca.org",1995,"196 Ymca Dr Belmont NC 28012","https://www.gastonymca.org","YMCA",35.263506845025,-81.022236164662
"372",372,401,"Stratford Richardson YMCA","1946 West Blvd","Charlotte","NC",28208,6904,"Victor","Nicholson","Exec Director",7047164800,"Youth Organizations & Centers",624110,713940,624190,NA,NA,"Private","Mecklenburg",15,925000,"ymcacharlotte.org",2009,"1946 West Blvd Charlotte NC 28208","https://www.ymcacharlotte.org","YMCA",35.213459338743,-80.891204938668
"373",373,402,"Sykes Steps Inc","9820 Northcross Ctr Ct # 18","Huntersville","NC",28078,7357,"Jaeda L","Sykes","Owner",9808750482,"Youth Organizations & Centers",624110,624190,NA,NA,NA,"Private","Mecklenburg",2,124000,NA,2015,"9820 Northcross Ctr Ct # 18 Huntersville NC 28078","","Other",35.447045441018,-80.860749975059
"374",374,403,"T & K Youth Movement Inc","1317 New St","Murfreesboro","NC",27855,1119,"Tony","Brooks","Manager",2520001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Hertford",2,85000,NA,2020,"1317 New St Murfreesboro NC 27855","","Other",36.444252101886,-77.084079310391
"375",375,404,"Tarawa Terrace Youth Pavilion","19 Iwo Jima Blvd # Tt19","Tarawa Terrace","NC",28543,1231,"Hailey","Johnson","Director",9104501422,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Onslow",12,615000,NA,1998,"19 Iwo Jima Blvd # Tt19 Tarawa Terrace NC 28543","","Other",34.737634468148,-77.372462628915
"376",376,405,"Taylor Family YMCA","101 Ymca Dr","Cary","NC",27513,4871,"Diane","Hilsgrove","Exec Director",9194699622,"Youth Organizations & Centers",624110,624190,624410,813910,813410,"Private","Wake",200,13057000,"ymcatriangle.org",2000,"101 Ymca Dr Cary NC 27513","https://www.ymcatriangle.org","YMCA",35.776278223661,-78.836237281699
"377",377,406,"Teach Boys & Girls Success Inc","6038 Bayswater Ln","Charlotte","NC",28212,2225,NA,NA,NA,7045675118,"Youth Organizations & Centers",624110,813319,541990,NA,NA,"Private","Mecklenburg",8,494000,NA,2020,"6038 Bayswater Ln Charlotte NC 28212","","Other",35.218356118186,-80.741253948887
"378",378,407,"Team Up Connections","11020 E W T Harris Blvd","Charlotte","NC",28212,NA,NA,NA,NA,7049055849,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",2,124000,"teamupconnections.org",2021,"11020 E W T Harris Blvd Charlotte NC 28212","https://www.teamupconnections.org","Other",35.173695293457,-80.736871271334
"379",379,408,"Teen Center Club","721 N Raleigh Blvd","Raleigh","NC",27610,1692,"Hugh","Mcclean","Vice President",9192503595,"Youth Organizations & Centers",624110,813319,813410,NA,NA,"Private","Wake",6,392000,"wakebgc.org",1967,"721 N Raleigh Blvd Raleigh NC 27610","https://www.wakebgc.org","Clubs",35.789438750333,-78.613346466359
"380",380,409,"Teen Court","3600 S Tryon St","Charlotte","NC",28217,1630,NA,NA,NA,7045255204,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",12,678000,"ncteencourts.org",2006,"3600 S Tryon St Charlotte NC 28217","https://www.ncteencourts.org","Other",35.19481804267,-80.878103174494
"381",381,410,"Teens Destined To Succeed","236 N Mebane St","Burlington","NC",27217,3966,"Rotasha","Snipes","Operations",3362705516,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Alamance",2,105000,NA,2012,"236 N Mebane St Burlington NC 27217","","Other",36.091316631324,-79.430815509603
"382",382,411,"Teens United No Judgment Inc","273 Seagrams Ct","Raleigh","NC",27610,5629,"Virgie P","Townsend","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",4,262000,NA,2019,"273 Seagrams Ct Raleigh NC 27610","","Other",35.739231559518,-78.634139288776
"383",383,412,"Thompson Child & Family Focus","6800 Saint Peters Ln","Matthews","NC",28105,8458,"Will","Jones","CEO",7045360375,"Youth Organizations & Centers",624110,624110,624190,624110,623990,"Private","Mecklenburg",14,863000,"thompsoncff.org",1886,"6800 Saint Peters Ln Matthews NC 28105","https://www.thompsoncff.org","Other",35.164438771133,-80.732496880482
"384",384,413,"Tnt-Teens Need Too","728 N Raleigh St # A-5","Angier","NC",27501,9134,"Mary","Bowden","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Harnett",4,189000,NA,2020,"728 N Raleigh St # A-5 Angier NC 27501","","Other",35.517537588666,-78.740876989074
"385",385,414,"Tom Cowden Youth Shooting","210 Amberhill Rd","Yadkinville","NC",27055,6278,"Tom","Cowden","Owner",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Iredell",2,113000,"tcyouthshootingsports.org",2015,"210 Amberhill Rd Yadkinville NC 27055","https://www.tcyouthshootingsports.org","Other",36.038086473723,-80.680650322982
"386",386,415,"Tom Finch Community YMCA","1010 Mendenhall St","Thomasville","NC",27360,2546,"Billy","Freeman","CEO",3364756125,"Youth Organizations & Centers",624110,812191,713940,713940,713940,"Private","Davidson",100,4568000,"myynow.org",1984,"1010 Mendenhall St Thomasville NC 27360","https://www.myynow.org","YMCA",35.901582873869,-80.073748528856
"387",387,416,"Tony Barbee Scout Ctr","7464 S Nc Highway 150","Lexington","NC",27295,5253,NA,NA,NA,3367522818,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Davidson",2,92000,NA,2005,"7464 S Nc Highway 150 Lexington NC 27295","","Center",35.786541861904,-80.417473298814
"388",388,417,"Training For Success","916 Lamond Ave","Durham","NC",27701,2019,NA,NA,NA,9192372767,"Youth Organizations & Centers",624110,813319,813410,NA,NA,"Private","Durham",3,193000,NA,2010,"916 Lamond Ave Durham NC 27701","","Other",36.002336179056,-78.908479341858
"389",389,419,"Transforming Youth Movement","10818 Dry Stone Dr","Huntersville","NC",28078,3632,"Reginald","Mcneil","Owner",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Cabarrus",4,275000,NA,2015,"10818 Dry Stone Dr Huntersville NC 28078","","Other",35.437447179943,-80.755677980952
"390",390,421,"Turn Two For Youth","1430 Maryland Ave","Charlotte","NC",28209,1528,"William F","Owens","Owner",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",4,247000,"turn2foryouth.com",2015,"1430 Maryland Ave Charlotte NC 28209","https://www.turn2foryouth.com","Other",35.193516762513,-80.838493209512
"391",391,422,"Tuscarora Council BSA","172 Nc 581 Hwy S","Goldsboro","NC",27530,9404,"Melanie","Hopkins","Office Manager",9197341714,"Youth Organizations & Centers",624110,813319,813410,NA,NA,"Private","Wayne",7,611000,"tuscarorabsa.org",2009,"172 Nc 581 Hwy S Goldsboro NC 27530","https://www.tuscarorabsa.org","Other",35.4259867181,-78.066377477708
"392",392,423,"Tuscarora Scout Reservation","1433 Scout Rd","Four Oaks","NC",27524,9781,"Hogan","Moore","Manager",9199349538,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Johnston",2,141000,NA,1988,"1433 Scout Rd Four Oaks NC 27524","","Scouts",35.337620492023,-78.257720967991
"393",393,424,"Twin Rivers YMCA","100 Ymca Ln","New Bern","NC",28560,5400,"Todd W","Shuart","CEO",2526388799,"Youth Organizations & Centers",624110,713940,624190,624190,813910,"Private","Craven",90,7334000,"trymca.org",1999,"100 Ymca Ln New Bern NC 28560","https://www.trymca.org","YMCA",35.103298097345,-77.06576309924
"394",394,425,"U Shine Cmnty Outreach Inc","2121 Ione St # 112","Greenville","NC",27834,133,NA,NA,NA,2529169800,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Pitt",NA,NA,NA,2024,"2121 Ione St # 112 Greenville NC 27834","","Other",35.597915759913,-77.391465480687
"395",395,426,"Unity Bridge Foundation","2233 Meadowlark Rd","Nashville","NC",27856,7510,NA,NA,NA,2520001111,"Youth Organizations & Centers",624110,541720,999990,NA,NA,"Private","Nash",2,122000,"unitybridgefoundation.org",2015,"2233 Meadowlark Rd Nashville NC 27856","https://www.unitybridgefoundation.org","Other",36.004751988337,-77.964788110441
"396",396,428,"Uwharrie Youth Sportsmen","4104 Salem Church Rd","Denton","NC",27239,9593,"Tracy","Boyles","Manager",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Randolph",2,76000,NA,2020,"4104 Salem Church Rd Denton NC 27239","","Sports",35.633162063754,-80.032900795643
"397",397,429,"V-Crown Family & Youth Svc","800 Vardaman St","Raleigh","NC",27610,3838,NA,NA,NA,9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",4,262000,"vieracrown.com",2014,"800 Vardaman St Raleigh NC 27610","https://www.vieracrown.com","Other",35.769436627149,-78.620022512945
"398",398,430,"Valley Youth Substance Abuse","1445 Georgia Ave","Roanoke Rapids","NC",27870,4653,"Shinah","Best","Other",2526769982,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Halifax",4,156000,NA,2020,"1445 Georgia Ave Roanoke Rapids NC 27870","","Other",36.442003999353,-77.650113129665
"399",399,431,"Versademics LLC","4220 Dudleys Grant Dr # D","Winterville","NC",28590,7921,NA,NA,NA,8280001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Pitt",26,1484000,NA,2023,"4220 Dudleys Grant Dr # D Winterville NC 28590","","Other",35.551192840231,-77.374084041781
"400",400,432,"Vision Builder Adventures","1826 Conifer Cir","Charlotte","NC",28213,3138,NA,NA,NA,7040001111,"Youth Organizations & Centers",624110,236220,999990,NA,NA,"Private","Mecklenburg",2,124000,"visionbuilder.org",2014,"1826 Conifer Cir Charlotte NC 28213","https://www.visionbuilder.org","Other",35.303467491371,-80.720285678451
"401",401,434,"Wake Forest Boys & Girls Club","325 S Wingate St","Wake Forest","NC",27587,2533,"Pepe","Caudillo","Director",9195567266,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",9,588000,"app4art.org",1987,"325 S Wingate St Wake Forest NC 27587","https://www.app4art.org","Clubs",35.978644364819,-78.515334823169
"402",402,435,"Wake Forest Cmnty Youth","716 Mcgill Pl","Durham","NC",27701,1490,"Lasaundra","Booth","Owner",9190001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Durham",2,97000,NA,2015,"716 Mcgill Pl Durham NC 27701","","Other",36.00961846905,-78.884480774326
"403",403,436,"Warlick Family YMCA","2221 Robinwood Rd","Gastonia","NC",28054,5848,"Kevin","Wilson","Vice President",7048309622,"Youth Organizations & Centers",624110,713940,624190,561110,NA,"Private","Gaston",75,4864000,"gastonymca.org",2008,"2221 Robinwood Rd Gastonia NC 28054","https://www.gastonymca.org","YMCA",35.233709342769,-81.153831460626
"404",404,437,"We Team Youth Svc Inc","415 W Clemmonsville Rd","Winston Salem","NC",27127,5040,"David","Morgan","Manager",3360001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Forsyth",6,280000,"weteamyouth.org",2018,"415 W Clemmonsville Rd Winston Salem NC 27127","https://www.weteamyouth.org","Other",36.047273175427,-80.244544053179
"405",405,438,"Western Carolina Pacesetters","1920 Carter Cove Rd","Warne","NC",28909,8791,"Gil","Hargett","Exec Director",8283890747,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Clay",1,55000,"westerncarolinapacesetters.org",2000,"1920 Carter Cove Rd Warne NC 28909","https://www.westerncarolinapacesetters.org","Other",35.02515697551,-83.894298556978
"406",406,440,"Western NC Youth Bridge","856 Old Timey Pl","Fletcher","NC",28732,4514,"Jane S","Champion","Owner",8280001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Henderson",2,107000,NA,2016,"856 Old Timey Pl Fletcher NC 28732","","Other",35.408036572221,-82.474826457778
"407",407,442,"Westridge Community Fitns-Ymca","31 Westridge Market Pl","Candler","NC",28715,9174,"Stephanie","Munn","Director",8285752940,"Youth Organizations & Centers",624110,713940,NA,NA,NA,"Private","Buncombe",5,351000,"crossfit.com",2019,"31 Westridge Market Pl Candler NC 28715","https://www.crossfit.com","Other",35.54687143226,-82.659409757668
"408",408,443,"William St Youth Movement Inc","312 Adler Ln","Goldsboro","NC",27530,5515,NA,NA,NA,9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wayne",5,436000,NA,2014,"312 Adler Ln Goldsboro NC 27530","","Other",35.454534296015,-77.99957505484
"409",409,445,"Wilson County Partnership","109 Park Ave W","Wilson","NC",27893,3844,"Nadene","Tucker","Exec Director",2522064235,"Youth Organizations & Centers",624110,621610,624120,624110,624410,"County","Wilson",8,307000,"wilsonpfc.org",2013,"109 Park Ave W Wilson NC 27893","https://www.wilsonpfc.org","Other",35.729385758613,-77.914447903637
"410",410,446,"Wilson Youth United Inc","910 Tarboro St W","Wilson","NC",27893,4757,"Tracy","Pittman","Director",2529914018,"Youth Organizations & Centers",624110,813319,999990,NA,NA,"Private","Wilson",12,460000,"thewilsonspot.org",2012,"910 Tarboro St W Wilson NC 27893","https://www.thewilsonspot.org","Other",35.721657410913,-77.928780357963
"411",411,447,"Windy Gap-A Young Life Prprty","120 Coles Cove Rd","Weaverville","NC",28787,9390,"Matt","Knauer","Manager",8286457187,"Youth Organizations & Centers",624110,721214,NA,NA,NA,"Private","Buncombe",32,2246000,"younglife.org",1984,"120 Coles Cove Rd Weaverville NC 28787","https://www.younglife.org","Young Life",35.742870769345,-82.509089737155
"412",412,448,"Winston Lake Family YMCA","901 Waterworks Rd","Winston Salem","NC",27101,1958,"Terri","Matthews","Director",3367249205,"Youth Organizations & Centers",624110,721214,713940,624120,624110,"Private","Forsyth",34,1586000,"ymcanwnc.org",2013,"901 Waterworks Rd Winston Salem NC 27101","https://www.ymcanwnc.org","YMCA",36.112066362364,-80.205631679397
"413",413,449,"Winston-Salem Youth Chorus Inc","636 Holly Ave","Winston Salem","NC",27101,2716,"Barbara","Beattie","Exec Director",3367030001,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Forsyth",6,280000,NA,1993,"636 Holly Ave Winston Salem NC 27101","","Other",36.096563918795,-80.250383790036
"414",414,450,"Wraap","925 S Kerr Ave # G5","Wilmington","NC",28403,4335,"Daryl","Dockery","CEO",9103926007,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","New Hanover",10,603000,NA,2010,"925 S Kerr Ave # G5 Wilmington NC 28403","","Other",34.21874707062,-77.886676402401
"415",415,451,"Y A M M","3661 Yale Ave","Winston Salem","NC",27107,5260,"Rolawnza T","Galloway","Owner",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Forsyth",2,NA,"kgyamm.org",2016,"3661 Yale Ave Winston Salem NC 27107","https://www.kgyamm.org","Other",36.04213546746,-80.234920461465
